19.152,85.575,0
19.431,85.636,0
19.713,85.695,0
19.800,85.695,0
20.000,85.769,0
20.291,85.773,0
20.586,85.660,0
20.885,85.715,0
21.189,85.780,0
21.497,85.807,0
21.810,85.714,0
22.127,85.714,0
22.449,85.777,0
22.776,85.823,0
23.107,85.829,0
23.443,85.879,0
23.784,85.815,0
24.130,85.861,0
24.481,85.868,0
24.837,85.942,0
25.198,85.975,0
25.565,85.861,0
25.937,85.928,0
26.314,85.967,0
26.697,85.908,0
27.085,85.958,0
27.479,85.904,0
27.879,85.951,0
28.284,85.855,0
28.696,85.911,0
29.113,85.845,0
29.537,85.651,0
29.966,85.717,0
30.402,85.759,0
30.844,85.605,0
31.293,85.675,0
31.748,85.725,0
32.210,85.709,0
32.678,85.763,0
33.154,85.641,0
33.636,85.703,0
34.125,85.596,0
34.621,85.611,0
35.125,85.650,0
35.636,85.406,0
36.154,85.480,0
36.680,85.539,0
37.214,85.457,0
37.755,85.366,0
38.304,85.451,0
38.861,85.496,0
39.427,85.348,0
40.000,85.429,0
40.582,85.477,0
41.172,85.359,0
41.771,85.435,0
42.379,85.499,0
42.995,85.553,0
43.620,85.466,0
44.255,85.430,0
44.898,85.375,0
45.552,85.423,0
46.214,85.294,0
46.886,85.346,0
47.568,85.187,0
48.260,85.247,0
48.962,85.164,0
49.674,85.010,0
50.397,85.088,0
51.130,85.045,0
51.874,85.108,0
52.628,85.057,0
53.394,85.058,0
54.170,85.122,0
54.958,84.990,0
55.758,85.057,0
56.569,85.008,0
57.391,84.991,0
58.226,84.986,0
59.073,84.863,0
59.932,84.638,0
60.804,84.714,0
61.688,84.662,0
62.586,84.689,0
63.496,84.593,0
64.420,84.663,0
65.357,84.685,0
66.307,84.730,0
67.272,84.720,0
68.250,84.707,0
69.243,84.668,0
70.250,84.646,0
71.272,84.611,0
72.309,84.614,0
73.360,84.534,0
74.427,84.487,0
75.510,84.442,0
76.608,84.343,0
77.723,84.299,0
78.853,84.313,0
80.000,84.352,0
81.164,84.358,0
82.344,84.358,0
83.542,84.414,0
84.757,84.286,0
85.990,84.162,0
87.241,84.116,0
88.510,84.075,0
89.797,84.016,0
91.103,83.971,0
92.428,83.891,0
93.773,83.930,0
95.137,83.908,0
96.520,83.893,0
97.924,83.899,0
99.349,83.743,0
100.794,83.681,0
102.260,83.553,0
103.747,83.397,0
105.256,83.420,0
106.787,83.394,0
108.340,83.325,0
109.916,83.289,0
111.515,83.292,0
113.137,83.312,0
114.783,83.274,0
116.452,83.056,0
118.146,82.965,0
119.865,82.911,0
121.608,82.815,0
123.377,82.747,0
125.171,82.601,0
126.992,82.559,0
128.839,82.574,0
130.713,82.609,0
132.615,82.564,0
134.543,82.480,0
136.500,82.382,0
138.486,82.329,0
140.500,82.301,0
142.544,82.168,0
144.617,82.063,0
146.721,82.031,0
148.855,82.046,0
151.020,81.986,0
153.217,81.946,0
155.445,81.895,0
157.706,81.847,0
160.000,81.801,0
162.327,81.710,0
164.688,81.713,0
167.084,81.616,0
169.514,81.551,0
171.980,81.342,0
174.481,81.316,0
177.019,81.266,0
179.594,81.200,0
182.206,81.051,0
184.856,80.861,0
187.545,80.788,0
190.273,80.649,0
193.041,80.554,0
195.849,80.478,0
198.697,80.313,0
201.587,80.137,0
204.520,80.033,0
207.494,79.975,0
210.512,79.939,0
213.574,79.912,0
216.681,79.796,0
219.833,79.675,0
223.030,79.658,0
226.274,79.623,0
229.565,79.528,0
232.905,79.414,0
236.292,79.374,0
239.729,79.321,0
243.216,79.337,0
246.754,79.285,0
250.343,79.209,0
253.984,79.091,0
257.678,79.012,0
261.426,78.937,0
265.229,78.901,0
269.087,78.780,0
273.001,78.668,0
276.972,78.538,0
281.000,78.406,0
285.088,78.272,0
289.234,78.174,0
293.441,78.001,0
297.710,77.927,0
302.040,77.794,0
306.433,77.740,0
310.890,77.620,0
315.412,77.503,0
320.000,77.330,0
324.655,77.249,0
329.377,77.118,0
334.168,77.017,0
339.028,76.990,0
343.959,76.874,0
348.962,76.822,0
354.038,76.717,0
359.188,76.593,0
364.412,76.522,0
369.713,76.389,0
375.090,76.156,0
380.546,76.050,0
386.081,75.924,0
391.697,75.773,0
397.395,75.722,0
403.175,75.608,0
409.039,75.480,0
414.989,75.379,0
421.025,75.287,0
427.149,75.279,0
433.362,75.268,0
439.665,75.238,0
446.060,75.203,0
452.548,75.084,0
459.131,74.921,0
465.809,74.851,0
472.584,74.751,0
479.458,74.651,0
486.432,74.547,0
493.507,74.409,0
500.686,74.298,0
507.968,74.183,0
515.357,74.107,0
522.853,73.959,0
530.458,73.849,0
538.174,73.744,0
546.002,73.692,0
553.943,73.589,0
562.001,73.455,0
570.175,73.311,0
578.469,73.218,0
586.883,73.079,0
595.419,72.982,0
604.080,72.885,0
612.866,72.730,0
621.780,72.669,0
630.824,72.653,0
640.000,72.548,0
649.309,72.432,0
658.753,72.377,0
668.335,72.329,0
678.056,72.215,0
687.919,72.187,0
697.925,72.144,0
708.076,72.075,0
718.376,72.025,0
728.825,71.950,0
739.426,71.843,0
750.181,71.783,0
761.093,71.702,0
772.163,71.609,0
783.394,71.491,0
794.789,71.386,0
806.349,71.238,0
818.078,71.145,0
829.977,71.090,0
842.050,70.984,0
854.297,70.946,0
866.724,70.908,0
879.330,70.900,0
892.120,70.897,0
905.097,70.856,0
918.262,70.818,0
931.618,70.799,0
945.169,70.771,0
958.917,70.662,0
972.864,70.596,0
987.015,70.565,0
1001.371,70.516,0
1015.937,70.488,0
1030.714,70.481,0
1045.706,70.473,0
1060.916,70.388,0
1076.347,70.388,0
1092.003,70.358,0
