19.13,82.67
19.40,82.75
19.69,82.83
19.97,82.90
20.26,82.98
20.56,82.85
20.86,82.92
21.16,83.00
21.47,83.06
21.78,82.97
22.10,83.00
22.42,83.07
22.74,83.15
23.08,83.13
23.41,83.19
23.75,83.10
24.10,83.17
24.45,83.14
24.80,83.22
25.16,83.28
25.53,83.09
25.90,83.16
26.28,83.23
26.66,83.15
27.05,83.21
27.44,83.13
27.84,83.19
28.25,83.08
28.66,83.15
29.07,83.08
29.50,82.85
29.93,82.90
30.36,82.96
30.80,82.71
31.25,82.77
31.70,82.84
32.17,82.71
32.63,82.76
33.11,82.56
33.59,82.63
34.08,82.48
34.57,82.42
35.08,82.47
35.59,82.14
36.10,82.20
36.63,82.25
37.16,82.12
37.70,81.97
38.25,81.98
38.81,82.03
39.37,81.75
39.95,81.81
40.53,81.86
41.12,81.60
41.71,81.64
42.32,81.58
42.94,81.64
43.56,81.48
44.19,81.37
44.84,81.25
45.49,81.31
46.15,81.08
46.82,81.12
47.50,80.85
48.19,80.90
48.90,80.78
49.61,80.53
50.33,80.58
51.06,80.43
51.80,80.47
52.56,80.36
53.32,80.29
54.10,80.33
54.88,80.12
55.68,80.16
56.49,80.02
57.31,79.94
58.15,79.90
58.99,79.76
59.85,79.43
60.72,79.47
61.60,79.34
62.50,79.34
63.41,79.17
64.33,79.15
65.27,79.12
66.22,79.10
67.18,79.04
68.16,78.95
69.15,78.86
70.15,78.76
71.17,78.64
72.21,78.61
73.26,78.46
74.33,78.40
75.41,78.31
76.50,78.14
77.62,78.01
78.75,77.97
79.89,77.92
81.05,77.87
82.23,77.79
83.43,77.84
84.64,77.67
85.87,77.49
87.12,77.39
88.39,77.30
89.67,77.18
90.98,77.10
92.30,76.95
93.64,76.95
95.01,76.87
96.39,76.80
97.79,76.77
99.21,76.57
100.66,76.49
102.12,76.33
103.61,76.15
105.11,76.15
106.64,76.11
108.19,76.01
109.77,75.93
111.36,75.91
112.98,75.92
114.63,75.86
116.29,75.65
117.98,75.53
119.70,75.47
121.44,75.35
123.21,75.26
125.00,75.12
126.82,75.07
128.66,75.03
130.53,75.05
132.43,74.98
134.36,74.88
136.31,74.75
138.30,74.69
140.31,74.66
142.35,74.50
144.42,74.37
146.52,74.32
148.65,74.34
150.81,74.25
153.01,74.20
155.23,74.15
157.49,74.08
159.78,74.03
162.10,73.91
164.46,73.91
166.85,73.79
169.28,73.73
171.74,73.52
174.24,73.49
176.78,73.44
179.35,73.37
181.96,73.21
184.60,73.03
187.29,72.97
190.01,72.85
192.78,72.77
195.58,72.72
198.43,72.60
201.31,72.46
204.24,72.40
207.21,72.35
210.22,72.37
213.28,72.36
216.38,72.30
219.53,72.20
222.72,72.22
225.96,72.20
229.25,72.15
232.59,72.08
235.97,72.08
