19.152,85.626,0
19.240,85.626,0
19.431,85.697,0
19.713,85.755,0
20.000,85.832,0
20.291,85.822,0
20.586,85.662,0
20.885,85.715,0
21.189,85.782,0
21.497,85.813,0
21.810,85.691,0
22.127,85.663,0
22.449,85.727,0
22.776,85.770,0
23.107,85.758,0
23.443,85.799,0
23.784,85.736,0
24.130,85.778,0
24.481,85.758,0
24.837,85.824,0
25.198,85.859,0
25.565,85.701,0
25.937,85.758,0
26.314,85.806,0
26.697,85.738,0
27.085,85.776,0
27.479,85.702,0
27.879,85.743,0
28.284,85.675,0
28.696,85.727,0
29.113,85.639,0
29.537,85.478,0
29.966,85.538,0
30.402,85.590,0
30.844,85.445,0
31.293,85.515,0
31.748,85.569,0
32.210,85.579,0
32.678,85.635,0
33.154,85.542,0
33.636,85.604,0
34.125,85.507,0
34.621,85.531,0
35.125,85.571,0
35.636,85.348,0
36.154,85.429,0
36.680,85.491,0
37.214,85.450,0
37.755,85.389,0
38.304,85.491,0
38.861,85.538,0
39.427,85.408,0
40.000,85.488,0
40.582,85.526,0
41.172,85.399,0
41.771,85.473,0
42.379,85.528,0
42.995,85.586,0
43.620,85.528,0
44.255,85.504,0
44.898,85.476,0
45.552,85.524,0
46.214,85.404,0
46.886,85.455,0
47.568,85.286,0
48.260,85.347,0
48.962,85.277,0
49.674,85.150,0
50.397,85.218,0
51.130,85.186,0
51.874,85.246,0
52.628,85.188,0
53.394,85.208,0
54.170,85.263,0
54.958,85.150,0
55.758,85.221,0
56.569,85.206,0
57.391,85.173,0
58.226,85.195,0
59.073,85.067,0
59.932,84.879,0
60.804,84.946,0
61.688,84.914,0
62.586,84.948,0
63.496,84.843,0
64.420,84.937,0
65.357,84.995,0
66.307,85.043,0
67.272,85.061,0
68.250,85.071,0
69.243,85.069,0
70.250,85.047,0
71.272,85.035,0
72.309,85.077,0
73.360,85.026,0
74.427,85.000,0
75.510,84.996,0
76.608,84.961,0
77.723,84.992,0
78.853,85.027,0
80.000,85.117,0
81.164,85.171,0
82.344,85.189,0
83.542,85.257,0
84.757,85.157,0
85.990,85.022,0
87.241,84.977,0
88.510,84.947,0
89.797,84.921,0
91.103,84.926,0
92.428,84.893,0
93.773,84.954,0
95.137,84.970,0
96.520,84.975,0
97.924,84.988,0
99.349,84.823,0
100.794,84.774,0
102.260,84.674,0
103.747,84.528,0
105.256,84.571,0
106.787,84.556,0
108.340,84.508,0
109.916,84.514,0
111.515,84.577,0
113.137,84.647,0
114.783,84.659,0
116.452,84.488,0
118.146,84.406,0
119.865,84.374,0
121.608,84.307,0
123.377,84.258,0
125.171,84.137,0
126.992,84.150,0
128.839,84.168,0
130.713,84.253,0
132.615,84.247,0
134.543,84.206,0
136.500,84.154,0
138.486,84.098,0
140.500,84.061,0
142.544,83.938,0
144.617,83.835,0
146.721,83.821,0
148.855,83.826,0
151.020,83.765,0
153.217,83.716,0
155.445,83.689,0
157.706,83.678,0
160.000,83.642,0
162.327,83.571,0
164.688,83.582,0
167.084,83.475,0
169.514,83.403,0
171.980,83.237,0
174.481,83.259,0
