19.13,57.67
19.40,57.75
19.69,57.83
19.97,57.90
20.26,57.98
20.56,58.08
20.86,58.15
21.16,58.23
21.47,58.30
21.78,58.32
22.10,58.45
22.42,58.53
22.74,58.60
23.08,58.68
23.41,58.75
23.75,58.77
24.10,58.85
24.45,58.90
24.80,58.98
25.16,59.05
25.53,59.05
25.90,59.12
26.28,59.19
26.66,59.18
27.05,59.25
27.44,59.26
27.84,59.32
28.25,59.28
28.66,59.35
29.07,59.38
29.50,59.21
29.93,59.28
30.36,59.34
30.80,59.29
31.25,59.35
31.70,59.41
32.17,59.47
32.63,59.53
33.11,59.45
33.59,59.51
34.08,59.45
34.57,59.49
35.08,59.55
35.59,59.39
36.10,59.45
36.63,59.51
37.16,59.47
37.70,59.42
38.25,59.52
38.81,59.58
39.37,59.49
39.95,59.54
40.53,59.59
41.12,59.52
41.71,59.57
42.32,59.69
42.94,59.74
43.56,59.68
44.19,59.67
44.84,59.64
45.49,59.69
46.15,59.60
46.82,59.65
47.50,59.52
48.19,59.57
48.90,59.52
49.61,59.42
50.33,59.47
51.06,59.47
51.80,59.52
52.56,59.53
53.32,59.53
54.10,59.58
54.88,59.49
55.68,59.54
56.49,59.54
57.31,59.52
58.15,59.54
58.99,59.46
59.85,59.25
60.72,59.29
61.60,59.27
62.50,59.33
63.41,59.20
64.33,59.32
65.27,59.36
66.22,59.40
67.18,59.41
68.16,59.43
69.15,59.41
70.15,59.37
71.17,59.36
72.21,59.39
73.26,59.36
74.33,59.33
75.41,59.30
76.50,59.25
77.62,59.25
78.75,59.25
79.89,59.32
81.05,59.40
82.23,59.44
83.43,59.48
84.64,59.41
85.87,59.32
87.12,59.28
88.39,59.26
89.67,59.23
90.98,59.24
92.30,59.20
93.64,59.25
95.01,59.26
96.39,59.27
97.79,59.32
99.21,59.24
100.66,59.23
102.12,59.16
103.61,59.04
105.11,59.08
106.64,59.11
108.19,59.09
109.77,59.12
111.36,59.16
112.98,59.24
114.63,59.27
116.29,59.16
117.98,59.11
119.70,59.12
121.44,59.10
123.21,59.09
125.00,59.03
126.82,59.04
128.66,59.12
130.53,59.20
132.43,59.20
134.36,59.20
136.31,59.18
138.30,59.21
140.31,59.24
142.35,59.19
144.42,59.16
146.52,59.20
148.65,59.30
150.81,59.29
153.01,59.33
155.23,59.36
157.49,59.40
159.78,59.44
162.10,59.43
164.46,59.47
166.85,59.46
169.28,59.47
171.74,59.36
174.24,59.40
176.78,59.44
179.35,59.43
181.96,59.34
184.60,59.25
187.29,59.25
190.01,59.26
192.78,59.24
195.58,59.25
198.43,59.20
201.31,59.15
204.24,59.17
207.21,59.20
210.22,59.31
213.28,59.35
216.38,59.36
219.53,59.37
222.72,59.47
225.96,59.53
229.25,59.54
232.59,59.56
235.97,59.63
239.40,59.64
242.88,59.75
246.42,59.80
250.00,59.82
253.64,59.78
257.33,59.78
261.07,59.82
264.87,59.86
268.72,59.86
272.63,59.87
276.59,59.85
280.62,59.81
284.70,59.78
288.84,59.79
293.04,59.75
297.30,59.76
301.63,59.73
306.01,59.78
310.46,59.80
314.98,59.78
319.56,59.67
324.21,59.71
328.93,59.72
333.71,59.73
338.56,59.75
343.49,59.71
348.48,59.76
353.55,59.72
358.70,59.66
363.91,59.66
369.21,59.65
374.58,59.50
380.03,59.44
385.55,59.36
391.16,59.28
396.85,59.29
402.62,59.24
408.48,59.18
414.42,59.13
420.45,59.05
426.56,59.06
432.77,59.06
439.06,59.06
445.45,59.06
451.93,59.00
458.50,58.88
465.17,58.81
